id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq
1047765,1278661,35000,35000,35000, 60 months,19.42,916.03,E,E3,Huron Consulting Group,8 years,MORTGAGE,220000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047765,  Borrower added on 11/29/11 > Loan will be used for investing in business<br><br> Borrower added on 11/29/11 > Loan to be used for investing in business<br> Borrower added on 12/02/11 > Thank you for believing in this investment opportunity.  I believe in it too. With these funds I will be able to become a part of great destiny with a great company. Thank you Thank you Thank you<br>,small_business,Small Business Loan,300xx,GA,11.41,0,Aug-96,0,34,,16,0,4808,23.9,26,f,0,0,36681.77,36681.77,35000,1681.77,0,0,0,Mar-12,34852.54,,Mar-12,0,,1,INDIVIDUAL,,,,0
1030533,1260121,12000,12000,12000, 60 months,13.49,276.06,C,C1,Myrtle Beach Pelicans Baseball Club,< 1 year,RENT,50000,Source Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1030533,,debt_consolidation,Debt Consolidation Loan,295xx,SC,10.61,0,Dec-01,2,,,7,0,9931,65.8,17,f,2853.13,2853.13,13506.66,13506.66,9146.87,4359.79,0,0,0,Jan-16,276.06,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1047604,1278501,8000,8000,8000, 36 months,12.69,268.36,B,B5,walgreens,5 years,RENT,36000,Not Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047604,,debt_consolidation,Debt Consolidation Loan,958xx,CA,11.13,1,Jun-00,0,7,,6,0,10736,82,20,f,0,0,3291.71,3291.71,2069.5,882.06,0,340.15,3.32,Dec-12,276.26,,Apr-13,0,,1,INDIVIDUAL,,,,0
1043970,1274097,25000,25000,24950, 60 months,14.27,585.22,C,C2,Asso. Illinois Middle Schools ,n/a,MORTGAGE,117000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1043970,,debt_consolidation,PersonalP,605xx,IL,12.71,0,Jun-73,1,,,12,0,29323,72.6,39,f,0,0,34313.02119,34244.38,25000,9313.02,0,0,0,Aug-15,9166.76,,Sep-15,0,,1,INDIVIDUAL,,,,0
1047559,1278654,1000,1000,1000, 36 months,10.65,32.58,B,B2,ShopRite,< 1 year,RENT,12000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047559,,moving,Moving,109xx,NY,4,0,Apr-85,1,,,3,0,849,28.3,7,f,0,0,1186.962767,1186.96,1000,172.03,14.93093923,0,0,Dec-14,35.67,,Sep-15,0,,1,INDIVIDUAL,,,,0
1046561,1277605,5000,5000,5000, 36 months,6.62,153.52,A,A2,Organization,1 year,OWN,30000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046561,"  Borrower added on 11/30/11 > This loan will be used for my wedding. I am a good candidate for this loan because I have a very steady job working for the government overseas, and a demonstrated history of paying all my obligations on time.<br>",wedding,Wedding Expenses,327xx,FL,13.76,0,Jun-03,0,,,7,0,6759,84.5,14,f,0,0,5522.217864,5522.22,5000,522.22,0,0,0,Oct-14,471.92,,Oct-14,0,,1,INDIVIDUAL,,,,0
1047525,1278611,8500,8500,8500, 60 months,17.58,213.91,D,D4,Bridgewater Associates,< 1 year,RENT,75000,Source Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047525,  Borrower added on 11/30/11 > Looking to pay off credit cards debt I accumulated in college.<br>I am not changing my debt load and this is reducing my monthly payment amount so there is no reason I won't be able to continue to pay these loans regularly.  <br>,debt_consolidation,Paying off my credit cards,069xx,CT,8.4,0,Sep-97,1,,,13,0,8100,91,21,f,2172.69,2172.69,10453.25,10453.25,6327.31,4125.94,0,0,0,Jan-16,213.91,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1047564,1278457,22000,22000,22000, 60 months,12.69,497.09,B,B5,Lawson Software,6 years,MORTGAGE,91663,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047564,,credit_card,Credit Card Loan,553xx,MN,11.98,0,Mar-01,2,,,7,0,13726,64.1,22,f,5152.19,5152.19,24330.63,24330.63,16847.82,7482.81,0,0,0,Jan-16,497.09,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1047518,1278603,10000,10000,10000, 36 months,16.77,355.39,D,D2,MADATIN GRORMET,6 years,OWN,45000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047518,,credit_card,credit card refince,951xx,CA,8.43,0,Jul-05,0,,,5,0,9107,95.9,15,f,0,0,12781.86064,12781.86,10000,2781.86,0,0,0,Nov-14,724.08,,Jan-16,0,,1,INDIVIDUAL,,,,0
1040942,1271153,6000,6000,6000, 36 months,7.9,187.75,A,A4,Agusta Westland,5 years,MORTGAGE,139200,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1040942,,car,Jeep,190xx,PA,20.09,0,Nov-90,0,,,19,0,33725,43.4,31,f,0,0,6394.75,6394.75,6000,394.75,0,0,0,Jul-13,17.91,,Jul-13,0,,1,INDIVIDUAL,,,,0
1047458,1278540,30000,30000,30000, 36 months,19.42,1106.07,E,E3,United Parcel Service,6 years,MORTGAGE,90000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047458,  Borrower added on 11/29/11 > I will use the funds to pay off credit card debt. I am a good borrower because i have a very secure job and always pay my bills on time or early<br>,debt_consolidation,debt consolidation,402xx,KY,7.95,0,Jun-99,0,60,,10,0,24488,75.1,27,f,0,0,37600.03,37600.03,30000,7600.03,0,0,0,Aug-13,16598.7,,Oct-15,0,,1,INDIVIDUAL,,,,0
1047511,1278596,16000,16000,16000, 36 months,6.62,491.26,A,A2,Nyack hospital,10+ years,MORTGAGE,100000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047511,  Borrower added on 11/30/11 > i would like to consolidate and pay off creditors<br> Borrower added on 12/01/11 > i have a stable job in the health field and pay my bills on time.<br><br> Borrower added on 12/01/11 > i am able to repay.<br>,debt_consolidation,Consolidate,184xx,PA,9.77,0,Jun-89,4,,,16,0,24860,37.6,40,f,0,0,17538.07,17538.07,16000,1538.07,0,0,0,Feb-14,5275.78,,Feb-14,0,,1,INDIVIDUAL,,,,0
1046480,1277523,3000,3000,3000, 60 months,12.42,67.38,B,B4,Equipment Transport LLC.,2 years,MORTGAGE,106800,Not Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046480,,car,Ranger Loan,170xx,PA,6.6,0,Dec-97,5,,,13,0,309,0.7,46,f,698.94,698.94,3297.72,3297.72,2301.06,996.66,0,0,0,Jan-16,67.38,Feb-16,Jun-14,0,,1,INDIVIDUAL,,,,0
1039974,1269929,16000,16000,15950, 60 months,13.49,368.08,C,C1,bluffton stone co.,10+ years,MORTGAGE,62000,Source Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1039974,  Borrower added on 11/29/11 > credit card freedom in 5 years thanks<br> Borrower added on 11/30/11 > thanks again<br> Borrower added on 12/03/11 >  Please do more than a bank and help me consolidate my debt to one payment thanks again<br>,credit_card,Credit Card Loan,458xx,OH,17.13,0,Jun-93,3,,,8,0,15489,70.4,33,f,3800.33,3788.49,18015.38,17959.02,12199.67,5815.71,0,0,0,Jan-16,368.08,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1047322,1278411,12000,12000,12000, 36 months,16.29,423.61,D,D1,New York Life,5 years,RENT,125000,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047322,  Borrower added on 11/30/11 > my current rate that i am looking to refi is 27.99 and 29.99.  This loan will save my over $1000. per year in intrest<br><br> Borrower added on 11/30/11 > Rent 500<br>Car expenses 550 ( gas and insurance)<br>Life insurance 220<br>Food/Spending money 1000<br>Credit Cards 500<br>Citi Loan bal 6000 29.99 apr 220 (this will be part of the refi)<br>phone and internet 240<br><br>,credit_card,Loan Refi,113xx,NY,6.1,1,Nov-04,2,15,,9,0,12136,44.2,21,f,0,0,7600.58,7600.58,4943.82,2251.94,0,404.82,4.21,May-13,423.61,,Oct-13,0,,1,INDIVIDUAL,,,,0
1026253,1255409,35000,35000,34975, 60 months,20.89,944.71,F,F1,Jefferson County Wi,10+ years,MORTGAGE,100000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1026253,,debt_consolidation,Credit card payoff,535xx,WI,9.31,0,Aug-96,2,66,,16,0,11818,40.2,54,f,0,0,52402.3002,52364.93,35000,17402.3,0,0,0,Dec-14,19356.95,,Jan-16,0,,1,INDIVIDUAL,,,,0
1047470,1246434,5000,5000,5000, 36 months,9.91,161.13,B,B1,South Denver GI,1 year,RENT,31000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047470,  Borrower added on 11/30/11 > I am relocating back to my home town due to some unfortunate circumstances.  I have found a stable job and will be starting it as soon as I move.  I am very responsible and plan to have this loan paid off in a shorter amount of time then I am given.  <br>,moving,Moving,802xx,CO,19.01,2,May-01,2,19,,11,0,2562,43.4,24,f,0,0,5799.192857,5799.19,5000,799.19,0,0,0,Dec-14,166.92,,Jan-16,0,,1,INDIVIDUAL,,,,0
1015821,1243307,13000,13000,13000, 36 months,12.69,436.09,B,B5,Gain Capital,6 years,RENT,118000,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1015821,  Borrower added on 11/30/11 > Funds to be used to refinance higher i-rates elsewhere and have been with current employer for 6 years. Thanks.<br>,credit_card,Refi,113xx,NY,6.33,0,Oct-98,0,,,9,0,20564,89.8,16,f,0,0,8309.55,8309.55,5931.99,1950.8,0,426.76,4.054600002,Jun-13,436.09,,Nov-13,0,,1,INDIVIDUAL,,,,0
1046448,1277287,11200,11200,11125, 36 months,10.65,364.83,B,B2,Claremont Hotel Club & Spa,10+ years,RENT,83000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046448,,credit_card,CC Refinance,946xx,CA,10.15,0,May-94,0,24,,7,0,16259,55.7,12,f,0,0,13130.41827,13042.53,11200,1930.42,0,0,0,Dec-14,377.75,,Dec-14,0,,1,INDIVIDUAL,,,,0
1013090,1240260,12000,12000,12000, 60 months,17.27,299.98,D,D3,Emeritus Senior Living - Big Sky Senior Living,2 years,RENT,36048,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1013090,"  Borrower added on 12/02/11 > I have a very stable work and credit history. Utilizing this loan should give me enough leverage to be debt free in 3 years, even though I have asked for 5 year terms. This will further decrease my monthly liabilities by 5%<br>",debt_consolidation,credit card consolidation,597xx,MT,20.51,1,Nov-03,1,13,,10,0,7113,19.5,18,f,0,0,15062.52,15062.52,12000,3062.52,0,0,0,Aug-13,9389.41,,Aug-13,0,,1,INDIVIDUAL,,,,0
1044585,1274957,15000,15000,15000, 60 months,18.25,382.95,D,D5,Pasadena ISD,10+ years,MORTGAGE,50004,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044585,  Borrower added on 11/29/11 > Debt Free<br>,debt_consolidation,Debt Free,775xx,TX,21.41,1,Oct-89,0,12,,10,0,14020,47.7,29,f,0,0,10689.68,10689.68,4432.24,4733.6,0,1523.84,14.9888,Jan-14,382.95,,May-14,0,,1,INDIVIDUAL,,,,0
1047248,1278330,35000,35000,34963.33081, 60 months,23.13,989.29,G,G2,Merrill Lynch,3 years,MORTGAGE,220000,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047248,,home_improvement,Home improvement loan,926xx,CA,18.36,0,Mar-00,3,,,8,0,51941,93.2,28,f,0,0,11699.83,11656.24,3431.53,6453.97,0,1814.33,18,Oct-12,989.29,,Mar-13,0,,1,INDIVIDUAL,,,,0
1047427,1277466,3200,3200,3200, 36 months,12.69,107.35,B,B5,Golden Nugget Hotel and Casino,5 years,RENT,54000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047427,  Borrower added on 11/28/11 > Pay off high interest credit cards to cut them up into little pieces<br>Borrower added on 11/28/11 > Pay off high interest credit cards to cut them up into little pieces<br>,debt_consolidation,Consolidation Loan,890xx,NV,4.71,0,Mar-90,1,,,10,0,4723,49.2,14,f,0,0,3641.26,3641.26,3200,441.26,0,0,0,Apr-13,2040.13,,Jan-15,0,,1,INDIVIDUAL,,,,0
1047409,1278289,6000,6000,6000, 36 months,12.42,200.5,B,B4,HIGHLAND PARK SKILLED NURSING,< 1 year,RENT,30000,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047409,  Borrower added on 11/30/11 > I just want to use these funds to pay off my credit cards at a lower interest rate. I have a stable job and I am in good standing with my employer. <br>,debt_consolidation,NO MORE CC,917xx,CA,8.92,0,Sep-07,0,,,5,0,8061,63,7,f,0,0,1303.62,1303.62,704.71,295.29,0,303.62,2.87,May-12,200.5,,Jun-14,0,,1,INDIVIDUAL,,,,0
1038490,1268411,3100,3100,3100, 36 months,11.71,102.54,B,B3,select,< 1 year,RENT,20000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1038490,  Borrower added on 11/30/11 > Pay credit card<br>,credit_card,credit card,925xx,CA,21.78,0,Sep-01,0,27,,5,0,11850,85.3,12,f,0,0,3511.8,3511.8,3100,411.8,0,0,0,May-13,1879.95,,Aug-15,0,,1,INDIVIDUAL,,,,0
1047402,1278282,5000,5000,4925, 36 months,9.91,161.13,B,B1,ATHENS FIRST BANK AND TRUST,2 years,OWN,25000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047402,"  Borrower added on 11/30/11 > 5,000.00 medical expenses<br>",medical,Medical,305xx,GA,23.18,0,Nov-98,1,,,3,0,5135,31.5,28,f,0,0,5646.14,5561.44,5000,646.14,0,0,0,Sep-13,2435.3,,Oct-15,0,,1,INDIVIDUAL,,,,0
1031863,1261516,25000,25000,25000, 36 months,12.69,838.63,B,B5,"J. Sosnick & Son, Inc.",2 years,RENT,80000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1031863,"  Borrower added on 11/29/11 > This loan will be used to consolidate other debts and the ease of paying one vendor.  In addition, Lending Club has given me a better interest rate and will be able to pay off my debt quicker.  This will assist me in rebuilding my credit score.  As you can see on my credit history, I have been able to meet my financial obligations.  My job is very stable as the company I am employed has been around for 106 years.  With my position I do not see any layoffs as this is family owned and have established the many businesses it has.  My monthly budget will be able to sustain my obligation to Lending Club as I accrue each month.  By consolidating all my loans this will make it easier to budget.  I appreciate the opportunity and the risk that Lending Club has offered me.  <br><br> Borrower added on 11/30/11 > I would like to extend my gratitude and appreciation to the investors that have funded my loan.  This is a great concept not just in borrowing but also in investing.  More like the old fashion yet simple way of doing business with each other.  I do see myself investing once I am clear with this debt.  I do believe in helping others and giving each other a chance to get over the hurdle.  <br>I appreciate you.<br><br>",debt_consolidation,Loan Consolidation,940xx,CA,9.33,0,Nov-96,0,34,,17,0,15210,73.1,50,f,0,0,30094.37099,30094.37,25000,5094.37,0,0,0,Aug-14,4136.79,,Jan-16,0,,1,INDIVIDUAL,,,,0
1047260,1278343,5000,5000,5000, 36 months,16.77,177.7,D,D2,Wells Fargo,10+ years,MORTGAGE,89000,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047260,,home_improvement,Loan - Home Improvement,554xx,MN,24.54,0,Dec-90,0,,,24,0,65029,92.6,33,f,0,0,4804,4804,2460.66,1082.34,0,1261,228.9658,Aug-13,177.7,,Jan-16,0,,1,INDIVIDUAL,,,,0
1047256,1278339,8800,8800,8800, 36 months,6.03,267.84,A,A1,Panasonic Electric Works of America,5 years,MORTGAGE,135000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047256,,home_improvement,Loan,441xx,OH,8.85,0,Jun-94,0,,,14,0,32706,11,34,f,0,0,9641.52122,9641.52,8800,841.52,0,0,0,Dec-14,271.02,,Dec-14,0,,1,INDIVIDUAL,,,,0
1041247,1271278,6000,6000,6000, 36 months,14.27,205.86,C,C2,Bay Medical Management,9 years,RENT,55000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1041247,,debt_consolidation,Debt Consolidation 1,945xx,CA,24.55,0,Nov-00,0,35,,19,0,7891,80.5,43,f,0,0,7406.495822,7406.5,6000,1406.5,0,0,0,Dec-14,218.82,,Dec-14,0,,1,INDIVIDUAL,,,,0
1047217,1278101,12000,12000,12000, 36 months,14.65,413.94,C,C3,Windsor Health Group,5 years,RENT,36888,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047217,,small_business,Personal loan,303xx,GA,15.45,0,Apr-02,1,53,,7,0,5318,51.6,17,f,0,0,14260.65,14260.65,11999.99,2260.66,0,0,0,Aug-13,6400.55,,Sep-13,0,,1,INDIVIDUAL,,,,0
1044775,1275133,8000,8000,8000, 36 months,15.96,281.1,C,C5,Texas A&M University,5 years,RENT,48500,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1044775,"  Borrower added on 11/30/11 > This loan is intended to consolidate existing debt from both a prior debt consolidation loan secured right out of college (at a rate of 30% and a term of 60 months) and the existing outstanding balance on a credit card. Since receiving the loan and, I have developed a stable career as an IT professional and served in my current position for 5 years, slowly but surely developing a pattern of stronger credit. With this new loan, I hope to be able to consolidate my monthly payments into a smaller amount, while also paying off the total amount due in quicker time.<br>",debt_consolidation,Debt Consolidation Primary,778xx,TX,23.51,0,Oct-05,1,57,,4,0,2349,87,12,f,0,0,9035.57,9035.57,8000,1035.57,0,0,0,Nov-12,6232.78,,Nov-12,0,,1,INDIVIDUAL,,,,0
1047145,1278221,10000,10000,10000, 36 months,11.71,330.76,B,B3,"Virginia Marble Mfrs, Inc.",10+ years,MORTGAGE,32000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047145,,debt_consolidation,catch up,239xx,VA,17.63,0,Dec-92,0,,,6,0,12821,96.4,27,f,0,0,11901.78215,11901.78,10000,1901.78,0,0,0,Dec-14,352.74,,Dec-14,0,,1,INDIVIDUAL,,,,0
1047209,1278090,21000,21000,21000, 60 months,15.27,502.57,C,C4,Red Robin International,7 years,MORTGAGE,90000,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047209,  Borrower added on 11/30/11 > I want to consolidate my home improvemnt cards from Lowes and Home Depot and finish my home improvements<br>,home_improvement,home,980xx,WA,13.23,0,Aug-97,1,,,8,0,15471,49.4,18,f,5168.51,5168.51,24550.67,24550.67,15831.49,8719.18,0,0,0,Jan-16,502.57,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1047143,1278219,3975,3975,3975, 60 months,17.58,100.04,D,D4,Health Plan of Nevada,6 years,MORTGAGE,42000,Source Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047143,  Borrower added on 11/29/11 > Loan is for debt consolidation and will be paid timely.  Employed in the healthcare industry for 6 years since moving to NV 7 years ago and have always had stable job positions.  Thank you very much for your assistance.<br>,debt_consolidation,CC loan,891xx,NV,10.29,0,Apr-06,0,,,9,0,10354,95.9,10,f,1019.46,1019.46,4881.16,4881.16,2955.54,1925.62,0,0,0,Jan-16,100.04,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1045978,1276606,19075,19075,19075, 60 months,17.58,480.04,D,D4,chopard USA Ltd,8 years,RENT,41500,Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1045978,,debt_consolidation,debt consolidation loan,113xx,NY,23.91,0,Oct-00,0,56,,11,0,12838,70.7,17,f,0,0,4381.47,4381.47,1485.09,1885.91,0,1010.47,9.81,Jul-12,480.04,,Dec-12,0,,1,INDIVIDUAL,,,,0
1047133,1264757,3000,3000,3000, 36 months,8.9,95.26,A,A5,FORT DUNCAN MEDICAL CENTER,< 1 year,RENT,61160,Source Verified,Dec-11,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047133,,moving,Moving Loan,087xx,NJ,8.24,0,Jul-98,1,,95,8,1,337,0.8,14,f,0,0,1519.2,1519.2,1231.42,287.78,0,0,0,Apr-13,95.26,,Jan-16,0,,1,INDIVIDUAL,,,,0
1047124,1278200,5000,5000,5000, 36 months,14.27,171.55,C,C2,Zenith Management Group,1 year,OWN,60000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047124,,debt_consolidation,Debt consolidation,334xx,FL,17,0,Oct-04,3,,,9,0,14748,64.9,13,f,0,0,6171.882612,6171.88,5000,1171.88,0,0,0,Dec-14,182.97,,Jan-16,0,,1,INDIVIDUAL,,,,0
1040115,1270085,35000,35000,34950, 60 months,12.69,790.82,B,B5,State of California,10+ years,RENT,102000,Verified,Dec-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1040115,  Borrower added on 12/02/11 > Hello - I am looking to consolidate my debt including student loans and credit cards into a single monthly payment. I have worked for my employer for 12 years. The payment on this loan plus other monthly bills would put my debt payments at 27% of my pre-tax income.<br>,debt_consolidation,Consolidation,958xx,CA,16.58,0,Jul-99,0,,,8,0,26563,89.4,23,f,8188.61,8176.78,38721.32,38666.22,26811.4,11909.92,0,0,0,Jan-16,790.82,Feb-16,Jan-16,0,,1,INDIVIDUAL,,,,0
1047168,1278045,10625,10625,10625, 36 months,12.42,355.04,B,B4,hudson city saving bank,2 years,RENT,30000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047168,,credit_card,pay off credit cards,117xx,NY,23.36,0,Mar-03,1,,,18,0,15037,91.1,26,f,0,0,11246.16,11246.16,10625,621.16,0,0,0,Jun-12,9474.85,,Jun-12,0,,1,INDIVIDUAL,,,,0
1046950,1278023,12000,12000,12000, 36 months,11.71,396.92,B,B3,Akam Associates,8 years,RENT,50000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046950,,debt_consolidation,Debt consolidation,113xx,NY,18.31,0,Mar-05,0,,,8,0,10909,64.6,9,f,0,0,14281.39356,14281.39,12000,2281.39,0,0,0,Dec-14,422.04,,Dec-14,0,,1,INDIVIDUAL,,,,0
1047080,1278151,9750,9750,9750, 36 months,16.77,346.5,D,D2,Cash and Carry,< 1 year,RENT,24300,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047080,"  Borrower added on 11/29/11 > Consolidating high interest debt and paying off credit cards, for good.<br><br> Borrower added on 11/29/11 > Perfect repayment history. Never late.<br>",debt_consolidation,Debt/High Intrest Consolidation,977xx,OR,12.74,0,Oct-05,0,,,11,0,10597,63.5,14,f,0,0,11995.09,11995.09,9750.01,2245.08,0,0,0,Oct-13,4741.81,,Jan-16,0,,1,INDIVIDUAL,,,,0
1032149,1261782,12000,12000,11975, 36 months,17.27,429.45,D,D3,power ford lincoln,4 years,RENT,50000,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1032149,,other,credit cards and vacation,926xx,CA,18.77,0,Jul-07,0,,,5,0,6879,80,6,f,0,0,15453.77238,15421.6,12000,3453.77,0,0,0,Dec-14,445.38,,Jan-16,0,,1,INDIVIDUAL,,,,0
1047075,1278146,21600,21600,21600, 36 months,19.03,792.1,E,E2,TOPTEL USA,7 years,RENT,120000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047075,"  Borrower added on 11/29/11 > I want to consolidate my debt in one easy payment since I am a very organized and responsible person, this will give me the freedom to concentrate and bring more business to the company where I have worked for more than 7 years.<br>",debt_consolidation,FREEDOM,920xx,CA,9.71,0,Apr-01,0,,,7,0,9760,81.3,12,f,0,0,28509.00237,28509,21600,6909,0,0,0,Dec-14,806.82,,Jan-15,0,,1,INDIVIDUAL,,,,0
1046942,1278013,6000,6000,6000, 36 months,8.9,190.52,A,A5,"Patient Caregivers, LLC",< 1 year,MORTGAGE,26400,Not Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046942,"  Borrower added on 11/30/11 > This loan will help to complete some home repairs such as bathroom, floor and kitchen. I am planning to budget my payments to be made higher than the minimum payment. My job allows me to provide a stable income each week. <br><br> Borrower added on 11/30/11 > This loan will help to complete some home repairs such as bathroom, floor and kitchen. I am planning to budget my payments to be made higher than the minimum payment. My job allows me to provide a stable income each week. <br><br> Borrower added on 11/30/11 > This loan will help to complete some home repairs such as bathroom, floor and kitchen. I am planning to budget my payments to be made higher than the minimum payment. My job allows me to provide a stable income each week. <br>",home_improvement,Personal Loan ,773xx,TX,8.91,0,Nov-03,1,25,,5,0,6620,62.5,9,f,0,0,6857.538962,6857.54,6000,857.54,0,0,0,Dec-14,196.62,,Jan-16,0,,1,INDIVIDUAL,,,,0
1038943,1268876,25450,25450,25450, 60 months,21.28,692.53,F,F2,Snyder's-Lance,5 years,MORTGAGE,82000,Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1038943,  Borrower added on 11/29/11 > Pay off Credit Card Debt and negative equity car loan.<br> Borrower added on 11/29/11 > Debt I am Paying off if loan is funded:<br>Truck payment: $562/Mo.<br>Credit Card #1 $190/Mo.<br>Credit Card #2 $50/Mo.<br>Furniture Loan $150/Mo.<br>,major_purchase,Personal Loan,297xx,SC,20.9,0,Apr-00,3,,,11,0,24575,77.5,29,f,0,0,26349.27,26349.27,25450,899.27,0,0,0,Feb-12,25657.41,,May-14,0,,1,INDIVIDUAL,,,,0
1047067,1278138,3575,3575,3575, 36 months,7.51,111.23,A,A3,American Medical Response,6 years,RENT,45000,Source Verified,Dec-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1047067,  Borrower added on 11/29/11 > Simple loan to refinance my existing Lending Club loan. Want a lower interest rate.<br>,debt_consolidation,Lending Club Refinance,334xx,FL,14.59,0,Jul-06,0,,,10,0,2429,9.7,15,f,0,0,3788.8,3788.8,3575,213.8,0,0,0,Nov-12,2685.07,,Dec-15,0,,1,INDIVIDUAL,,,,0
